Chance of Admit,Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR,CGPA,Research
0.773799479007721,154,324,105,3,3.0,4.0,8.75,0
0.6874480843544006,155,326,108,3,3.0,3.5,8.89,0
0.7550329566001892,156,312,109,3,3.0,3.0,8.69,0
0.7000299692153931,157,315,105,3,2.0,2.5,8.34,0
0.6565001606941223,158,309,104,2,2.0,2.5,8.26,0
0.6152324676513672,159,306,106,2,2.0,2.5,8.14,0
0.5204988121986389,160,297,100,1,1.5,2.0,7.9,0
0.57005774974823,161,315,103,1,1.5,2.0,7.86,0
0.5279574990272522,162,298,99,1,1.5,3.0,7.46,0
0.6902833580970764,163,318,109,3,3.0,3.0,8.5,0
0.6919569969177246,164,317,105,3,3.5,3.0,8.56,0
0.8160418272018433,165,329,111,4,4.5,4.0,9.01,1
0.8140518069267273,166,322,110,5,4.5,4.0,8.97,0
0.6510536670684814,167,302,102,3,3.5,5.0,8.33,0
0.6532586216926575,168,313,102,3,2.0,3.0,8.27,0
0.635969877243042,169,293,97,2,2.0,4.0,7.8,1
0.6422105431556702,170,311,99,2,2.5,3.0,7.98,0
0.6717156171798706,171,312,101,2,2.5,3.5,8.04,1
0.89266037940979,172,334,117,5,4.0,4.5,9.07,1
0.8602290749549866,173,322,110,4,4.0,5.0,9.13,1
0.8951138854026794,174,323,113,4,4.0,4.5,9.23,1
0.8489750623703003,175,321,111,4,4.0,4.0,8.97,1
0.8405490517616272,176,320,111,4,4.5,3.5,8.87,1
0.8946598768234253,177,329,119,4,4.5,4.5,9.16,1
0.8111119866371155,178,319,110,3,3.5,3.5,9.04,0
0.6962059140205383,179,309,108,3,2.5,3.0,8.12,0
0.7207564115524292,180,307,102,3,3.0,3.0,8.27,0
0.7031761407852173,181,300,104,3,3.5,3.0,8.16,0
0.707310676574707,182,305,107,2,2.5,2.5,8.42,0
0.6065946817398071,183,299,100,2,3.0,3.5,7.88,0
0.7684891819953918,184,314,110,3,4.0,4.0,8.8,0
0.72295081615448,185,316,106,2,2.5,4.0,8.32,0
0.8766424655914307,186,327,113,4,4.5,4.5,9.11,1
0.775640070438385,187,317,107,3,3.5,3.0,8.68,1
0.9320744872093201,188,335,118,5,4.5,3.5,9.44,1
0.9290851950645447,189,331,115,5,4.5,3.5,9.36,1
0.8793532848358154,190,324,112,5,5.0,5.0,9.08,1
0.8950788974761963,191,324,111,5,4.5,4.0,9.16,1
0.8488914966583252,192,323,110,5,4.0,5.0,8.98,1
0.8453898429870605,193,322,114,5,4.5,4.0,8.94,1
0.9421535134315491,194,336,118,5,4.5,5.0,9.53,1
0.7734611630439758,195,316,109,3,3.5,3.0,8.76,0
0.7621516585350037,196,307,107,2,3.0,3.5,8.52,1
0.725678026676178,197,306,105,2,3.0,2.5,8.26,0
0.7457893490791321,198,310,106,2,3.5,2.5,8.33,0
0.7566437721252441,199,311,104,3,4.5,4.5,8.43,0
0.7337652444839478,200,313,107,3,4.0,4.5,8.69,0
0.7236025929450989,201,317,103,3,2.5,3.0,8.54,1
0.7147844433784485,202,315,110,2,3.5,3.0,8.46,1
0.9676809906959534,203,340,120,5,4.5,4.5,9.91,1
0.9601083993911743,204,334,120,5,4.0,5.0,9.87,1
0.6933721303939819,205,298,105,3,3.5,4.0,8.54,0
0.5704377889633179,206,295,99,2,2.5,3.0,7.65,0
0.6299012899398804,207,315,99,2,3.5,3.0,7.89,0
0.662315845489502,208,310,102,3,3.5,4.0,8.02,1
0.6534000635147095,209,305,106,2,3.0,3.0,8.16,0
0.6904304623603821,210,301,104,3,3.5,4.0,8.12,1
0.806117832660675,211,325,108,4,4.5,4.0,9.06,1
0.8264843225479126,212,328,110,4,5.0,4.0,9.14,1
0.9497271776199341,213,338,120,4,5.0,5.0,9.66,1
0.9575208425521851,214,333,119,5,5.0,4.5,9.78,1
0.9343106746673584,215,331,117,4,4.5,5.0,9.42,1
0.9263112545013428,216,330,116,5,5.0,4.5,9.36,1
0.9060453176498413,217,322,112,4,4.5,4.5,9.26,1
0.8495252132415771,218,321,109,4,4.0,4.0,9.13,1
0.8283300399780273,219,324,110,4,3.0,3.5,8.97,1
0.7222520709037781,220,312,104,3,3.5,3.5,8.42,0
0.7556979060173035,221,313,103,3,4.0,4.0,8.75,0
0.7244730591773987,222,316,110,3,3.5,4.0,8.56,0
0.770912766456604,223,324,113,4,4.5,4.0,8.79,0
0.7021397948265076,224,308,109,2,3.0,4.0,8.45,0
0.6637140512466431,225,305,105,2,3.0,2.0,8.23,0
0.6165629625320435,226,296,99,2,2.5,2.5,8.03,0
0.6786724328994751,227,306,110,2,3.5,4.0,8.45,0
0.6747308969497681,228,312,110,2,3.5,3.0,8.53,0
0.7311188578605652,229,318,112,3,4.0,3.5,8.67,0
0.8159263134002686,230,324,111,4,3.0,3.0,9.01,1
0.7442523241043091,231,313,104,3,4.0,4.5,8.65,0
0.7276299595832825,232,319,106,3,3.5,2.5,8.33,1
0.692573070526123,233,312,107,2,2.5,3.5,8.27,0
0.6256616711616516,234,304,100,2,2.5,3.5,8.07,0
0.9081957340240479,235,330,113,5,5.0,4.0,9.31,1
0.8831655979156494,236,326,111,5,4.5,4.0,9.23,1
0.85298091173172,237,325,112,4,4.0,4.5,9.17,1
0.8660563230514526,238,329,114,5,4.5,5.0,9.19,1
0.699889063835144,239,310,104,3,2.0,3.5,8.37,0
0.5789181590080261,240,299,100,1,1.5,2.0,7.89,0
0.5794446468353271,241,296,101,1,2.5,3.0,7.68,0
0.6603429317474365,242,317,103,2,2.5,2.0,8.15,0
0.7855507135391235,243,324,115,3,3.5,3.0,8.76,1
0.7745479345321655,244,325,114,3,3.5,3.0,9.04,1
0.6611048579216003,245,314,107,2,2.5,4.0,8.56,0
0.781204879283905,246,328,110,4,4.0,2.5,9.02,1
0.7269325852394104,247,316,105,3,3.0,3.5,8.73,0
0.6894279718399048,248,311,104,2,2.5,3.5,8.48,0
0.7944508790969849,249,324,110,3,3.5,4.0,8.87,1
0.7805811762809753,250,321,111,3,3.5,4.0,8.83,1
0.7368005514144897,251,320,104,3,3.0,2.5,8.57,1
0.7014132142066956,252,316,99,2,2.5,3.0,9.0,0
0.6698042154312134,253,318,100,2,2.5,3.5,8.54,1
0.9328228235244751,254,335,115,4,4.5,4.5,9.68,1
0.8521596193313599,255,321,114,4,4.0,5.0,9.12,0
0.759146511554718,256,307,110,4,4.0,4.5,8.37,0
0.6093370914459229,257,309,99,3,4.0,4.0,8.56,0
0.7786325216293335,258,324,100,3,4.0,5.0,8.64,1
0.772182285785675,259,326,102,4,5.0,5.0,8.76,1
0.9085293412208557,260,331,119,4,5.0,4.5,9.34,1
0.8642992377281189,261,327,108,5,5.0,3.5,9.13,1
0.6681027412414551,262,312,104,3,3.5,4.0,8.09,0
0.7026724815368652,263,308,103,2,2.5,4.0,8.36,1
0.7102777361869812,264,324,111,3,2.5,1.5,8.79,1
0.7468792200088501,265,325,110,2,3.0,2.5,8.76,1
0.7073583602905273,266,313,102,3,2.5,2.5,8.68,0
0.6980195641517639,267,312,105,2,2.0,2.5,8.45,0
0.7274733185768127,268,314,107,3,3.0,3.5,8.17,1
0.8326546549797058,269,327,113,4,4.5,5.0,9.14,0
0.7637758255004883,270,308,108,4,4.5,5.0,8.34,0
0.6796870827674866,271,306,105,2,2.5,3.0,8.22,1
0.5031899809837341,272,299,96,2,1.5,2.0,7.86,0
0.4093690514564514,273,294,95,1,1.5,1.5,7.64,0
0.575599730014801,274,312,99,1,1.0,1.5,8.01,1
0.5857710242271423,275,315,100,1,2.0,2.5,7.95,0
0.7899123430252075,276,322,110,3,3.5,3.0,8.96,1
0.8975616097450256,277,329,113,5,5.0,4.5,9.45,1
0.6908671855926514,278,320,101,2,2.5,3.0,8.62,0
0.6789221167564392,279,308,103,2,3.0,3.5,8.49,0
0.6737601161003113,280,304,102,2,3.0,4.0,8.73,0
0.743916928768158,281,311,102,3,4.5,4.0,8.64,1
0.7967272996902466,282,317,110,3,4.0,4.5,9.11,1
0.7877164483070374,283,312,106,3,4.0,3.5,8.79,1
0.7940868139266968,284,321,111,3,2.5,3.0,8.9,1
0.9404118061065674,285,340,112,4,5.0,4.5,9.66,1
0.9266104102134705,286,331,116,5,4.0,4.0,9.26,1
0.9152191281318665,287,336,118,5,4.5,4.0,9.19,1
0.8862014412879944,288,324,114,5,5.0,4.5,9.08,1
0.8142035007476807,289,314,104,4,5.0,5.0,9.02,0
0.7874522805213928,290,313,109,3,4.0,3.5,9.0,0
0.5717271566390991,291,307,105,2,2.5,3.0,7.65,0
0.5649868249893188,292,300,102,2,1.5,2.0,7.87,0
0.5589233636856079,293,302,99,2,1.0,2.0,7.97,0
0.6465617418289185,294,312,98,1,3.5,3.0,8.18,1
0.6253989934921265,295,316,101,2,2.5,2.0,8.32,1
0.6711680889129639,296,317,100,2,3.0,2.5,8.57,0
0.7355802059173584,297,310,107,3,3.5,3.5,8.67,0
0.8575833439826965,298,320,120,3,4.0,4.5,9.11,0
0.8962158560752869,299,330,114,3,4.5,4.5,9.24,1
0.7118841409683228,300,305,112,3,3.0,3.5,8.65,0
0.6255130171775818,301,309,106,2,2.5,2.5,8.0,0
0.6831405162811279,302,319,108,2,2.5,3.0,8.76,0
0.6702185869216919,303,322,105,2,3.0,3.0,8.45,1
0.7376958727836609,304,323,107,3,3.5,3.5,8.55,1
0.6232685446739197,305,313,106,2,2.5,2.0,8.43,0
0.7820936441421509,306,321,109,3,3.5,3.5,8.8,1
0.8150831460952759,307,323,110,3,4.0,3.5,9.1,1
0.7958739995956421,308,325,112,4,4.0,4.0,9.0,1
0.6972575783729553,309,312,108,3,3.5,3.0,8.53,0
0.6909860968589783,310,308,110,4,3.5,3.0,8.6,0
0.7669453620910645,311,320,104,3,3.0,3.5,8.74,1
0.8397133946418762,312,328,108,4,4.5,4.0,9.18,1
0.7863430380821228,313,311,107,4,4.5,4.5,9.0,1
0.6371428966522217,314,301,100,3,3.5,3.0,8.04,0
0.6492372155189514,315,305,105,2,3.0,4.0,8.13,0
0.6365053057670593,316,308,104,2,2.5,3.0,8.07,0
0.5538290143013,317,298,101,2,1.5,2.0,7.86,0
0.5839710831642151,318,300,99,1,1.0,2.5,8.01,0
0.7868518233299255,319,324,111,3,2.5,2.0,8.8,1
0.7967038154602051,320,327,113,4,3.5,3.0,8.69,1
0.7421377301216125,321,317,106,3,4.0,3.5,8.5,1
0.7364915013313293,322,323,104,3,4.0,4.0,8.44,1
0.7047411203384399,323,314,107,2,2.5,4.0,8.27,0
0.6281061768531799,324,305,102,2,2.0,2.5,8.18,0
0.7091273665428162,325,315,104,3,3.0,2.5,8.33,0
0.8182534575462341,326,326,116,3,3.5,4.0,9.14,1
0.6218440532684326,327,299,100,3,2.0,2.0,8.02,0
0.6672831177711487,328,295,101,2,2.5,2.0,7.86,0
0.7980115413665771,329,324,112,4,4.0,3.5,8.77,1
0.437472939491272,330,297,96,2,2.5,1.5,7.89,0
0.7928032279014587,331,327,113,3,3.5,3.0,8.66,1
0.7203495502471924,332,311,105,2,3.0,2.0,8.12,1
0.7280787229537964,333,308,106,3,3.5,2.5,8.21,1
0.7256773114204407,334,319,108,3,3.0,3.5,8.54,1
0.7492120862007141,335,312,107,4,4.5,4.0,8.65,1
0.8395986557006836,336,325,111,4,4.0,4.5,9.11,1
0.7372376322746277,337,319,110,3,3.0,2.5,8.79,0
0.9380887746810913,338,332,118,5,5.0,5.0,9.47,1
0.8070709109306335,339,323,108,5,4.0,4.0,8.74,1
0.8037151098251343,340,324,107,5,3.5,4.0,8.66,1
0.7392011284828186,341,312,107,3,3.0,3.0,8.46,1
0.7840780019760132,342,326,110,3,3.5,3.5,8.76,1
0.6182684898376465,343,308,106,3,3.0,3.0,8.24,0
0.5986013412475586,344,305,103,2,2.5,3.5,8.13,0
0.4717751741409302,345,295,96,2,1.5,2.0,7.34,0
0.49128469824790955,346,316,98,1,1.5,2.0,7.43,0
0.47839435935020447,347,304,97,2,1.5,2.0,7.64,0
0.4198712110519409,348,299,94,1,1.0,1.0,7.34,0
0.5523938536643982,349,302,99,1,2.0,2.0,7.25,0
0.6261471509933472,350,313,101,3,2.5,3.0,8.04,0
0.735758900642395,351,318,107,3,3.0,3.5,8.27,1
0.7726339101791382,352,325,110,4,3.5,4.0,8.67,1
0.6430850028991699,353,303,100,2,3.0,3.5,8.06,1
0.6265152096748352,354,300,102,3,3.5,2.5,8.17,0
0.5855810046195984,355,297,98,2,2.5,3.0,7.67,0
0.7227103114128113,356,317,106,2,2.0,3.5,8.12,0
0.7918214201927185,357,327,109,3,3.5,4.0,8.77,1
0.6767984628677368,358,301,104,2,3.5,3.5,7.89,1
0.5766340494155884,359,314,105,2,2.5,2.0,7.64,0
0.8007704615592957,360,321,107,2,2.0,1.5,8.44,0
0.8410582542419434,361,322,110,3,4.0,5.0,8.64,1
0.9313437342643738,362,334,116,4,4.0,3.5,9.54,1
0.912379801273346,363,338,115,5,4.5,5.0,9.23,1
0.6845930814743042,364,306,103,2,2.5,3.0,8.36,0
0.7935822010040283,365,313,102,3,3.5,4.0,8.9,1
0.866323709487915,366,330,114,4,4.5,3.0,9.17,1
0.7423515319824219,367,320,104,3,3.5,4.5,8.34,1
0.5388127565383911,368,311,98,1,1.0,2.5,7.46,0
0.513134241104126,369,298,92,1,2.0,2.0,7.88,0
0.6654308438301086,370,301,98,1,2.0,3.0,8.03,1
0.7109689116477966,371,310,103,2,2.5,2.5,8.24,0
0.8742148280143738,372,324,110,3,3.5,3.0,9.22,1
0.9464579224586487,373,336,119,4,4.5,4.0,9.62,1
0.7763985991477966,374,321,109,3,3.0,3.0,8.54,1
0.4006686210632324,375,315,105,2,2.0,2.5,7.65,0
0.3822192847728729,376,304,101,2,2.0,2.5,7.66,0
0.4727764427661896,377,297,96,2,2.5,2.0,7.43,0
0.4667133390903473,378,290,100,1,1.5,2.0,7.56,0
0.48455142974853516,379,303,98,1,2.0,2.5,7.65,0
0.7088289856910706,380,311,99,1,2.5,3.0,8.43,1
0.7778595089912415,381,322,104,3,3.5,4.0,8.84,1
0.7401292324066162,382,319,105,3,3.0,3.5,8.67,1
0.824709951877594,383,324,110,4,4.5,4.0,9.15,1
0.6216163635253906,384,300,100,3,3.0,3.5,8.26,0
0.9575299620628357,385,340,113,4,5.0,5.0,9.74,1
0.9540583491325378,386,335,117,5,5.0,5.0,9.82,1
0.49357178807258606,387,302,101,2,2.5,3.5,7.96,0
0.5419794917106628,388,307,105,2,2.0,3.5,8.1,0
0.49192139506340027,389,296,97,2,1.5,2.0,7.8,0
0.7476913928985596,390,320,108,3,3.5,4.0,8.44,1
0.6595935821533203,391,314,102,2,2.0,2.5,8.24,0
0.7111923098564148,392,318,106,3,2.0,3.0,8.65,0
0.8396570086479187,393,326,112,4,4.0,3.5,9.12,1
0.7446075677871704,394,317,104,2,3.0,3.0,8.76,0
0.8845432996749878,395,329,111,4,4.5,4.0,9.23,1
0.813524603843689,396,324,110,3,3.5,3.5,9.04,1
0.8270871043205261,397,325,107,3,3.0,3.5,9.11,1
0.9118327498435974,398,330,116,4,5.0,4.5,9.45,1
0.6887024641036987,399,312,103,3,3.5,4.0,8.78,0
0.9458141326904297,400,333,117,4,5.0,4.0,9.66,1
0.6285580992698669,401,304,100,2,3.5,3.0,8.22,0
0.6978367567062378,402,315,105,2,3.0,3.0,8.34,0
0.7821604013442993,403,324,109,3,3.5,3.0,8.94,1
0.896496593952179,404,330,116,4,4.0,3.5,9.23,1
0.6078368425369263,405,311,101,3,2.0,2.5,7.64,1
0.4872055649757385,406,302,99,3,2.5,3.0,7.45,0
0.615604043006897,407,322,103,4,3.0,2.5,8.02,1
0.574205756187439,408,298,100,3,2.5,4.0,7.95,1
0.48381951451301575,409,297,101,3,2.0,4.0,7.67,1
0.6034398674964905,410,300,98,1,2.0,2.5,8.02,0
0.5363320708274841,411,301,96,1,3.0,4.0,7.56,0
0.6067398190498352,412,313,94,2,2.5,1.5,8.13,0
0.5581496953964233,413,314,102,4,2.5,2.0,7.88,1
0.5050698518753052,414,317,101,3,3.0,2.0,7.94,1
0.726773738861084,415,321,110,4,3.5,4.0,8.35,1
0.7669487595558167,416,327,106,4,4.0,4.5,8.75,1
0.6484509706497192,417,315,104,3,4.0,2.5,8.1,0
0.519895613193512,418,316,103,3,3.5,2.0,7.68,0
0.5997012257575989,419,309,111,2,2.5,4.0,8.03,0
0.5820972919464111,420,308,102,2,2.0,3.5,7.98,1
0.43342626094818115,421,299,100,3,2.0,3.0,7.42,0
0.7781753540039062,422,321,112,3,3.0,4.5,8.95,1
0.7382653951644897,423,322,112,4,3.5,2.5,9.02,1
0.9392173886299133,424,334,119,5,4.5,5.0,9.54,1
0.903904139995575,425,325,114,5,4.0,5.0,9.46,1
0.9183208346366882,426,323,111,5,4.0,5.0,9.86,1
0.7014600038528442,427,312,106,3,3.0,5.0,8.57,0
0.7313284873962402,428,310,101,3,3.5,5.0,8.65,1
0.6932929158210754,429,316,103,2,2.0,4.5,8.74,0
0.9366269111633301,430,340,115,5,5.0,4.5,9.06,1
0.7346178293228149,431,311,104,3,4.0,3.5,8.13,1
0.7420156598091125,432,320,112,2,3.5,3.5,8.78,1
0.8603564500808716,433,324,112,4,4.5,4.0,9.22,1
0.7112502455711365,434,316,111,4,4.0,5.0,8.54,0
0.6400106549263,435,306,103,3,3.5,3.0,8.21,0
0.5451324582099915,436,309,105,2,2.5,4.0,7.68,0
0.5798617005348206,437,310,110,1,1.5,4.0,7.23,1
0.47527769207954407,438,317,106,1,1.5,3.5,7.65,1
0.6736212372779846,439,318,110,1,2.5,3.5,8.54,1
0.6687857508659363,440,312,105,2,1.5,3.0,8.46,0
0.527710497379303,441,305,104,2,2.5,1.5,7.79,0
0.75371915102005,442,332,112,1,1.5,3.0,8.66,1
0.9208475947380066,443,331,116,4,4.5,4.5,9.44,1
0.8712964057922363,444,321,114,5,4.5,4.5,9.16,1
0.8917799592018127,445,324,113,5,4.0,5.0,9.25,1
0.8686472773551941,446,328,116,5,4.5,5.0,9.08,1
0.927311360836029,447,327,118,4,5.0,5.0,9.67,1
0.8393835425376892,448,320,108,3,3.5,5.0,8.97,1
0.7856213450431824,449,312,109,2,2.5,4.0,9.02,0
0.784929096698761,450,315,101,3,3.5,4.5,9.13,0
